weight_g,ram,ram1,android,display,internal,intenal1,camera,speed1,speed,month number,concat,timestamp,approx_price_EUR
730,1,1,3,10,43540,42.51953125,5,#VALUE!,#VALUE!,2,2011 2,27,310
777,1,1,3,10,43540,42.51953125,5,#VALUE!,#VALUE!,2,2011 2,27,490
730,1,1,3,10,43540,42.51953125,5,#VALUE!,#VALUE!,2,2011 2,27,310
730,1,1,3,10,43540,42.51953125,5,#VALUE!,#VALUE!,2,2011 2,27,200
450,1,1,3.2,7,43473,42.4541015625,5,#VALUE!,#VALUE!,2,2011 2,27,100
470,1,1,bas,7,43473,42.4541015625,5,#VALUE!,#VALUE!,2,2011 2,27,260
,Err:502,Err:502,2.2,3.5,Err:502,Err:502,3.15,#VALUE!,#VALUE!,2,2011 2,27,
121.8,512,0.5,2.2,3.5,4,4,3.15,800,800,3,2011 3,28,80
,Err:502,Err:502,2.2,3.1,164,0.16015625,3.15,#VALUE!,#VALUE!,3,2011 3,28,90
162,512,0.5,2.2,3.5,1,1,3.15,#VALUE!,#VALUE!,3,2011 3,28,310
193,512,0.5,2.2,3.5,1,1,5,#VALUE!,#VALUE!,3,2011 3,28,350
168,512,0.5,2.2,4.3,8,8,Err:502,#VALUE!,#VALUE!,3,2011 3,28,230
141.8,512,0.5,2.2,4,8,8,8,#VALUE!,#VALUE!,3,2011 3,28,350
103.4,270,0.263671875,2.3,2.8,Err:502,Err:502,3.15,800,800,3,2011 3,28,120
170.1,1,1,2.3,4.3,4,4,5,#VALUE!,#VALUE!,3,2011 3,28,220
129,512,0.5,2.3,4,16,16,5,#VALUE!,#VALUE!,3,2011 3,28,270
131,512,0.5,2.3,4,16,16,5,#VALUE!,#VALUE!,3,2011 3,28,150
129,Err:502,Err:502,2.4,4,16,16,5,#VALUE!,#VALUE!,3,2011 3,28,180
425,1,1,3,7,32,32,5,#VALUE!,#VALUE!,3,2011 3,28,220
453,1,1,3,8.9,43540,42.51953125,3.15,#VALUE!,#VALUE!,3,2011 3,28,290
447.9,1,1,3,8.9,43540,42.51953125,3.15,#VALUE!,#VALUE!,3,2011 3,28,350
560,1,1,3.1,10,43540,42.51953125,3.15,#VALUE!,#VALUE!,3,2011 3,28,310
565,1,1,2.1,10,43540,42.51953125,3.15,#VALUE!,#VALUE!,3,2011 3,28,370
104,168,0.1640625,2.2,3,128,0.125,3.15,600,600,4,2011 4,29,100
91,Err:502,Err:502,2.2,3.2,160,0.15625,3.15,600,600,4,2011 4,29,70
108,Err:502,Err:502,2.2,3.2,117,0.1142578125,2,800,800,4,2011 4,29,90
120,Err:502,Err:502,2.2,3.1,85,85,2,#VALUE!,#VALUE!,4,2011 4,29,100
151,Err:502,Err:502,2.2,4.3,16,16,5,#VALUE!,#VALUE!,4,2011 4,29,210
91,Err:502,Err:502,2.2,3.2,160,0.15625,3.15,600,600,4,2011 4,29,140
116,256,0.25,2.2,2.8,512,0.5,2,600,600,4,2011 4,29,80
135,768,0.75,2.3,4,1.1,1.1,8,#VALUE!,#VALUE!,4,2011 4,29,100
154,512,0.5,2.3,3.6,1,1,5,#VALUE!,#VALUE!,4,2011 4,29,300
119,512,0.5,2.3,4,43473,42.4541015625,5,#VALUE!,#VALUE!,4,2011 4,29,230
148,768,0.75,2.3,4.3,1,1,8,#VALUE!,#VALUE!,4,2011 4,29,210
148,768,0.75,2.2,4.3,1,1,8,#VALUE!,#VALUE!,4,2011 4,29,120
100.7,Err:502,Err:502,2.2,2.8,150,0.146484375,2,420,420,5,2011 5,30,
100,256,0.25,2.2,2.8,512,0.5,3.15,528,528,5,2011 5,30,70
106,Err:502,Err:502,2.2,2.4,Err:502,Err:502,2,416,416,5,2011 5,30,70
170,Err:502,Err:502,2.2,3.5,430,0.419921875,5,#VALUE!,#VALUE!,5,2011 5,30,100
108,Err:502,Err:502,2.2,3.1,Err:502,Err:502,3.2,600,600,5,2011 5,30,60
,Err:502,Err:502,2.2,2.8,Err:502,Err:502,2,416,416,5,2011 5,30,50
104,Err:502,Err:502,2.2,2.8,130,0.126953125,2,528,528,5,2011 5,30,130
145,Err:502,Err:502,2.3,3.1,2,2,5,#VALUE!,#VALUE!,5,2011 5,30,140
136.5,512,0.5,2.3,4,8,8,8,#VALUE!,#VALUE!,5,2011 5,30,230
136,512,0.5,2.3,3,400,0.390625,5,#VALUE!,#VALUE!,5,2011 5,30,140
155,512,0.5,2.3,4.3,8,8,8,#VALUE!,#VALUE!,5,2011 5,30,230
99,512,0.5,bas,3,320,0.3125,5,#VALUE!,#VALUE!,5,2011 5,30,120
125,256,0.25,bas,3.1,512,0.5,5,806,806,5,2011 5,30,120
110,Err:502,Err:502,2.2,3.2,150,0.146484375,3.15,806,806,5,2011 5,30,230
126,256,0.25,2.2,3.2,512,0.5,2,#VALUE!,#VALUE!,6,2011 6,31,
143,512,0.5,2.2,4.1,2,2,5,#VALUE!,#VALUE!,6,2011 6,31,210
130,270,0.263671875,2.2,3.2,150,0.146484375,3.15,800,800,6,2011 6,31,170
120,Err:502,Err:502,2.2,,256,0.25,2,416,416,6,2011 6,31,220
110,256,0.25,2.2,2.8,512,0.5,3.15,600,600,6,2011 6,31,50
120,512,0.5,2.3,2.8,150,0.146484375,2,600,600,6,2011 6,31,
150,768,0.75,2.3,3.8,8,8,5,#VALUE!,#VALUE!,6,2011 6,31,200
120,512,0.5,2.3,2.6,512,0.5,5,800,800,6,2011 6,31,70
149,512,0.5,2.3,4,4,4,8,#VALUE!,#VALUE!,6,2011 6,31,180
184,512,0.5,2.3,4,16,16,8,#VALUE!,#VALUE!,6,2011 6,31,230
125,512,0.5,2.3,3.5,1,1,3.15,#VALUE!,#VALUE!,6,2011 6,31,200
158,1,1,2.3,4.3,16,16,8,#VALUE!,#VALUE!,6,2011 6,31,270
110.8,512,0.5,2.3,3,1,1,5,#VALUE!,#VALUE!,6,2011 6,31,170
100,512,0.5,2.3,3.3,1,1,8,#VALUE!,#VALUE!,6,2011 6,31,170
117,Err:502,Err:502,2.3,3.5,Err:502,Err:502,3.15,800,800,6,2011 6,31,90
135,1,1,2.3,4.2,8,8,5,#VALUE!,#VALUE!,6,2011 6,31,200
116,512,0.5,2.3,3.5,1,1,3.15,#VALUE!,#VALUE!,6,2011 6,31,90
184,768,0.75,3.1,3.7,4,4,8,#VALUE!,#VALUE!,6,2011 6,31,350
750,1,1,3.1,10,43540,42.51953125,5,#VALUE!,#VALUE!,6,2011 6,31,330
730,1,1,2.2,10,43540,42.51953125,5,#VALUE!,#VALUE!,6,2011 6,31,
103,Err:502,Err:502,2.2,2.8,200,0.1953125,2,#VALUE!,#VALUE!,7,2011 7,32,
109,512,0.5,2.3,4,2,2,5,#VALUE!,#VALUE!,7,2011 7,32,140
120,256,0.25,2.3,3.5,512,0.5,5,600,600,7,2011 7,32,100
110,256,0.25,2.3,2.8,512,0.5,3.15,600,600,7,2011 7,32,100
110,256,0.25,2.3,2.8,512,0.5,3.15,600,600,7,2011 7,32,100
138,512,0.5,2.3,4,1,1,5,#VALUE!,#VALUE!,7,2011 7,32,
116,1,1,2.3,4.3,16,16,8,#VALUE!,#VALUE!,7,2011 7,32,260
167,512,0.5,2.3,4,16,16,8,#VALUE!,#VALUE!,7,2011 7,32,200
120,256,0.25,2.3,3.5,512,0.5,3.15,#VALUE!,#VALUE!,7,2011 7,32,70
129.2,512,0.5,2.3,3.2,512,0.5,3.15,800,800,7,2011 7,32,80
129,256,0.25,2.3,2.8,512,0.5,3.15,800,800,7,2011 7,32,70
110,256,0.25,2.2,2.8,512,0.5,3.15,600,600,7,2011 7,32,120
382,512,0.5,2.2,7,512,0.5,3.15,800,800,8,2011 8,33,120
135,Err:502,Err:502,2.2,3.2,Err:502,Err:502,3.15,#VALUE!,#VALUE!,8,2011 8,33,120
100,512,0.5,2.3,2.8,256,0.25,3.15,500,500,8,2011 8,33,200
113,512,0.5,2.3,3.1,4,4,5,#VALUE!,#VALUE!,8,2011 8,33,220
118,512,0.5,2.3,3.7,2,2,5,#VALUE!,#VALUE!,8,2011 8,33,170
108.4,Err:502,Err:502,2.3,2.6,Err:502,Err:502,5,#VALUE!,#VALUE!,8,2011 8,33,200
108.6,Err:502,Err:502,2.3,2.6,160,0.15625,3.15,832,832,8,2011 8,33,110
100,512,0.5,2.3,3.6,150,0.146484375,3.15,800,800,8,2011 8,33,90
115,512,0.5,2.3,3.2,320,0.3125,5,#VALUE!,#VALUE!,8,2011 8,33,120
132,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,8,2011 8,33,200
121,512,0.5,2.3,3.7,2,2,5,#VALUE!,#VALUE!,8,2011 8,33,80
110,512,0.5,2.3,3.8,2,2,5,#VALUE!,#VALUE!,8,2011 8,33,110
84.3,512,0.5,2.3,3.5,512,0.5,5,800,800,8,2011 8,33,100
121.9,1,1,2.3,4.3,43540,42.51953125,8,#VALUE!,#VALUE!,8,2011 8,33,170
130,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,8,2011 8,33,130
117,512,0.5,2.3,4.2,1,1,8,#VALUE!,#VALUE!,8,2011 8,33,210
184,512,0.5,2.3,4,8,8,8,#VALUE!,#VALUE!,8,2011 8,33,180
126,512,0.5,2.3,3.7,1,1,5,#VALUE!,#VALUE!,8,2011 8,33,150
114.7,512,0.5,2.3,3.7,2,2,5,#VALUE!,#VALUE!,8,2011 8,33,160
97.5,290,0.283203125,2.3,3,180,0.17578125,2,830,830,8,2011 8,33,70
135,1,1,3.1,4.5,43540,42.51953125,8,#VALUE!,#VALUE!,8,2011 8,33,160
598,1,1,3.2,9.4,43540,42.51953125,5,#VALUE!,#VALUE!,8,2011 8,33,180
455,1,1,3.2,8.9,43540,42.51953125,3.15,#VALUE!,#VALUE!,8,2011 8,33,330
372,1,1,3.2,5.5,4,4,5,#VALUE!,#VALUE!,8,2011 8,33,180
625,1,1,4,9.4,43540,42.51953125,5,#VALUE!,#VALUE!,8,2011 8,33,260
129,768,0.75,2.2,4,4,4,5,#VALUE!,#VALUE!,8,2011 8,33,150
130,512,0.5,2.2,3.8,Err:502,Err:502,5,800,800,9,2011 9,34,80
135,256,0.25,2.3,2.6,512,0.5,2,416,416,9,2011 9,34,
413,512,0.5,2.3,7,8,8,Err:502,#VALUE!,#VALUE!,9,2011 9,34,120
138,512,0.5,2.3,3.5,512,0.5,5,800,800,9,2011 9,34,90
108,512,0.5,2.3,3.2,512,0.5,3.15,600,600,9,2011 9,34,70
130,768,0.75,2.3,3.7,4,4,5,#VALUE!,#VALUE!,9,2011 9,34,120
158,512,0.5,2.3,3,512,0.5,3.15,800,800,9,2011 9,34,
158,512,0.5,2.3,3,512,0.5,3.15,800,800,9,2011 9,34,
157,Err:502,Err:502,2.3,3.2,150,0.146484375,3.15,800,800,9,2011 9,34,70
112,512,0.5,2.3,4,4,4,5,#VALUE!,#VALUE!,9,2011 9,34,90
139,Err:502,Err:502,2.3,3.5,952,0.9296875,3.15,#VALUE!,#VALUE!,9,2011 9,34,100
135,512,0.5,2.3,4.2,2,2,Err:502,#VALUE!,#VALUE!,9,2011 9,34,470
140,512,0.5,2.3,4.3,4,4,5,#VALUE!,#VALUE!,9,2011 9,34,
140,512,0.5,2.3,4,4,4,8,#VALUE!,#VALUE!,9,2011 9,34,130
130.5,1,1,2.3,4.6,16,16,8,#VALUE!,#VALUE!,9,2011 9,34,180
130,768,0.75,2.3,4,4,4,5,#VALUE!,#VALUE!,9,2011 9,34,160
127,1,1,2.3,4,8,8,5,#VALUE!,#VALUE!,9,2011 9,34,110
147,1,1,2.3,4,8,8,5,#VALUE!,#VALUE!,9,2011 9,34,120
123,512,0.5,2.3,3.5,512,0.5,5,800,800,9,2011 9,34,80
172,512,0.5,2.3,4.3,8,8,5,#VALUE!,#VALUE!,9,2011 9,34,150
,512,0.5,2.3,4.2,2,2,Err:502,#VALUE!,#VALUE!,9,2011 9,34,
122,Err:502,Err:502,2.3,3.5,512,0.5,3.15,600,600,9,2011 9,34,90
172.9,1,1,2.3,4.3,16,16,8,#VALUE!,#VALUE!,9,2011 9,34,180
177,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,9,2011 9,34,230
130,768,0.75,2.3,3.7,4,4,5,#VALUE!,#VALUE!,9,2011 9,34,140
151,768,0.75,2.3,4.3,4,4,8,#VALUE!,#VALUE!,9,2011 9,34,140
178,1,1,3.1,5.3,43540,42.51953125,8,#VALUE!,#VALUE!,9,2011 9,34,270
709,1,1,3.2,10,32,32,8,#VALUE!,#VALUE!,9,2011 9,34,280
340,1,1,3.2,7.7,43540,42.51953125,3.15,#VALUE!,#VALUE!,9,2011 9,34,280
558,1,1,3.2,10,43540,42.51953125,5,#VALUE!,#VALUE!,9,2011 9,34,530
400,1,1,3.2,7,43540,42.51953125,5,#VALUE!,#VALUE!,9,2011 9,34,250
345,1,1,2.2,7,43540,42.51953125,3.15,#VALUE!,#VALUE!,9,2011 9,34,260
73,128,0.125,2.2,2.3,256,0.25,2,416,416,1,2012 1,35,70
71,128,0.125,2.2,2.8,256,0.25,2,416,416,1,2012 1,35,60
165,Err:502,Err:502,2.3,3.5,512,0.5,5,#VALUE!,#VALUE!,1,2012 1,35,
142,1,1,2.3,4,4,4,5,#VALUE!,#VALUE!,1,2012 1,35,140
141.5,1,1,2.3,4.5,4,4,8,#VALUE!,#VALUE!,1,2012 1,35,130
136.2,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,230
119.1,512,0.5,2.3,3.5,Err:502,Err:502,3.15,#VALUE!,#VALUE!,1,2012 1,35,100
123.5,Err:502,Err:502,2.3,4,4,4,3.15,#VALUE!,#VALUE!,1,2012 1,35,160
144,1,1,2.3,4.5,16,16,12,#VALUE!,#VALUE!,1,2012 1,35,210
115,512,0.5,2.3,3.6,3,3,5,#VALUE!,#VALUE!,1,2012 1,35,120
178.9,1,1,2.3,4,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,260
178,1,1,2.3,5.3,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,350
144,1,1,2.3,4.3,32,32,12,#VALUE!,#VALUE!,1,2012 1,35,230
120,Err:502,Err:502,2.3,3.8,43473,42.4541015625,8,#VALUE!,#VALUE!,1,2012 1,35,370
135.5,512,0.5,2.3,4.1,512,0.5,8,670,670,1,2012 1,35,100
124.6,256,0.25,2.3,3.5,512,0.5,5,670,670,1,2012 1,35,80
137,1,1,2.3,4,4,4,5,#VALUE!,#VALUE!,1,2012 1,35,110
,1,1,2.3,4.6,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,430
122.5,1,1,2.3,4,16,16,5,#VALUE!,#VALUE!,1,2012 1,35,270
119,384,0.375,2.3,3.2,1,1,3.15,800,800,1,2012 1,35,80
110,384,0.375,2.3,3.2,1,1,3.15,800,800,1,2012 1,35,70
107,512,0.5,2.3,3.2,512,0.5,3.15,600,600,1,2012 1,35,160
127.6,1,1,2.3,3.9,3,3,5,#VALUE!,#VALUE!,1,2012 1,35,140
130,1,1,2.3,4,4,4,5,#VALUE!,#VALUE!,1,2012 1,35,240
145,1,1,2.3,4.3,8,8,8,#VALUE!,#VALUE!,1,2012 1,35,260
120,768,0.75,2.3,4,43473,42.4541015625,5,#VALUE!,#VALUE!,1,2012 1,35,150
161,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,190
123.6,512,0.5,2.3,4,1,1,8,800,800,1,2012 1,35,180
163.8,1,1,3.2,4.5,16,16,8,#VALUE!,#VALUE!,1,2012 1,35,200
497,Err:502,Err:502,3.2,8.9,32,32,8,#VALUE!,#VALUE!,1,2012 1,35,160
390,512,0.5,3.2,7,8,8,5,#VALUE!,#VALUE!,1,2012 1,35,
340.2,1,1,3.2,7.7,43540,42.51953125,3.15,#VALUE!,#VALUE!,1,2012 1,35,280
700,1,1,4,10,43473,42.4541015625,2,#VALUE!,#VALUE!,1,2012 1,35,200
667,1,1,4,10,43540,42.51953125,5,#VALUE!,#VALUE!,1,2012 1,35,380
665,1,1,4,10,43540,42.51953125,5,#VALUE!,#VALUE!,1,2012 1,35,230
598,1,1,4,10,Err:502,Err:502,8,#VALUE!,#VALUE!,1,2012 1,35,400
130,1,1,4,4.3,4,4,8,#VALUE!,#VALUE!,1,2012 1,35,260
580,1,1,4,10,Err:502,Err:502,5,#VALUE!,#VALUE!,1,2012 1,35,
469.8,1,1,4,8,16,16,5,#VALUE!,#VALUE!,1,2012 1,35,220
135,1,1,4,4.6,16,16,5,#VALUE!,#VALUE!,1,2012 1,35,240
144.5,1,1,4,4.6,32,32,5,#VALUE!,#VALUE!,1,2012 1,35,270
110,1,1,4,4.3,4,4,8,#VALUE!,#VALUE!,1,2012 1,35,170
389,1,1,2.3,7,43540,42.51953125,5,#VALUE!,#VALUE!,1,2012 1,35,170
100,512,0.5,2.3,3.5,4,4,3.15,#VALUE!,#VALUE!,10,2012 10,36,100
125,256,0.25,2.3,3.5,120,0.1171875,3.15,800,800,10,2012 10,36,60
124.2,512,0.5,2.3,3.5,4,4,3.15,800,800,10,2012 10,36,50
155,512,0.5,2.3,3.5,1,1,3.15,800,800,10,2012 10,36,380
90,Err:502,Err:502,2.3,2.8,Err:502,Err:502,3.2,650,650,10,2012 10,36,
125,512,0.5,2.3,3.5,512,0.5,3.15,600,600,10,2012 10,36,100
,Err:502,Err:502,2.3,3.5,Err:502,Err:502,2,#VALUE!,#VALUE!,10,2012 10,36,
,Err:502,Err:502,2.3,2.6,Err:502,Err:502,2,#VALUE!,#VALUE!,10,2012 10,36,
102,256,0.25,2.3,2.8,512,0.5,1.3,#VALUE!,#VALUE!,10,2012 10,36,50
125,256,0.25,4,3.5,512,0.5,3.15,#VALUE!,#VALUE!,10,2012 10,36,60
124.7,1,1,4,4.5,8,8,5,#VALUE!,#VALUE!,10,2012 10,36,290
145,2,2,4,4.5,8,8,8,#VALUE!,#VALUE!,10,2012 10,36,150
135,1,1,4,4.3,4,4,8,#VALUE!,#VALUE!,10,2012 10,36,150
135,512,0.5,4,5,4,4,5,#VALUE!,#VALUE!,10,2012 10,36,
148,1,1,4,4.7,16,16,8,#VALUE!,#VALUE!,10,2012 10,36,170
167.8,1,1,4,4,8,8,5,#VALUE!,#VALUE!,10,2012 10,36,150
144.9,2,2,4,4.7,32,32,13,#VALUE!,#VALUE!,10,2012 10,36,480
168.8,512,0.5,4,5,20,20,5,#VALUE!,#VALUE!,10,2012 10,36,320
136,1,1,4,4.5,8,8,5,#VALUE!,#VALUE!,10,2012 10,36,160
135,2,2,4,4.7,43540,42.51953125,13,#VALUE!,#VALUE!,10,2012 10,36,450
118.4,512,0.5,4,4.3,4,4,8,#VALUE!,#VALUE!,10,2012 10,36,180
119.1,1,1,4,4.5,4,4,5,#VALUE!,#VALUE!,10,2012 10,36,170
119,512,0.5,4,3.5,4,4,3.15,#VALUE!,#VALUE!,10,2012 10,36,150
160,1,1,4,4.5,4,4,8,#VALUE!,#VALUE!,10,2012 10,36,100
125,1,1,4,4,4,4,8,#VALUE!,#VALUE!,10,2012 10,36,100
159,1,1,4,4,8,8,5,#VALUE!,#VALUE!,10,2012 10,36,150
148,1,1,4,4.5,16,16,13,#VALUE!,#VALUE!,10,2012 10,36,350
168.5,2,2,4,5.3,16,16,13,#VALUE!,#VALUE!,10,2012 10,36,550
106.9,512,0.5,4,3,4,4,3.15,850,850,10,2012 10,36,100
168,512,0.5,4,5,4,4,8,#VALUE!,#VALUE!,10,2012 10,36,160
106.9,512,0.5,4.1,3,4,4,3.15,850,850,10,2012 10,36,100
390,1,1,4.1,7,8,8,2,#VALUE!,#VALUE!,10,2012 10,36,150
111.5,1,1,4.1,4,43473,42.4541015625,5,#VALUE!,#VALUE!,10,2012 10,36,130
347,1,1,4.1,7,43540,42.51953125,1.2,#VALUE!,#VALUE!,10,2012 10,36,230
135,1,1,4.2,4.7,Err:502,Err:502,8,#VALUE!,#VALUE!,10,2012 10,36,220
139,2,2,4.2,4.7,43473,42.4541015625,8,#VALUE!,#VALUE!,10,2012 10,36,250
603,2,2,2.3,10,43540,42.51953125,5,#VALUE!,#VALUE!,10,2012 10,36,260
136,512,0.5,2.3,3.5,512,0.5,3.15,#VALUE!,#VALUE!,11,2012 11,37,50
154,Err:502,Err:502,2.3,4,512,0.5,5,#VALUE!,#VALUE!,11,2012 11,37,
108.3,Err:502,Err:502,2.3,3.2,512,0.5,2,#VALUE!,#VALUE!,11,2012 11,37,
,Err:502,Err:502,2.3,4.3,512,0.5,5,#VALUE!,#VALUE!,11,2012 11,37,
,256,0.25,2.3,3.5,512,0.5,2,#VALUE!,#VALUE!,11,2012 11,37,100
127.6,512,0.5,2.3,3.2,1,1,3.15,800,800,11,2012 11,37,100
185,Err:502,Err:502,4,5,Err:502,Err:502,5,#VALUE!,#VALUE!,11,2012 11,37,120
430,1,1,4,9.7,4,4,2,#VALUE!,#VALUE!,11,2012 11,37,180
170.5,Err:502,Err:502,4,4.5,4,4,8,#VALUE!,#VALUE!,11,2012 11,37,
167.5,Err:502,Err:502,4,4,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,
141,Err:502,Err:502,4,4,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,
,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,100
140,512,0.5,4,5,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,
580,1,1,4,10,16,16,5,#VALUE!,#VALUE!,11,2012 11,37,270
131.3,1,1,4,4.6,4,4,8,#VALUE!,#VALUE!,11,2012 11,37,200
162.2,512,0.5,4,3.9,4,4,3.15,#VALUE!,#VALUE!,11,2012 11,37,90
122,1,1,4,4.3,8,8,5,#VALUE!,#VALUE!,11,2012 11,37,180
131,768,0.75,4,4.3,4,4,8,#VALUE!,#VALUE!,11,2012 11,37,270
156,1,1,4,4.3,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,200
111.1,1,1,4,4.3,8,8,8,#VALUE!,#VALUE!,11,2012 11,37,250
113,1,1,4,4.5,16,16,8,#VALUE!,#VALUE!,11,2012 11,37,280
102.5,512,0.5,4,3,4,4,3.15,#VALUE!,#VALUE!,11,2012 11,37,320
136.1,1,1,4,4,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,150
154,1,1,4,4,8,8,5,#VALUE!,#VALUE!,11,2012 11,37,170
122,512,0.5,4,3.5,4,4,3.15,800,800,11,2012 11,37,80
400,1,1,4,7,4,4,2,#VALUE!,#VALUE!,11,2012 11,37,180
142,1,1,4,4.5,8,8,12.6,#VALUE!,#VALUE!,11,2012 11,37,360
122,1,1,4.1,4.3,8,8,5,#VALUE!,#VALUE!,11,2012 11,37,200
161,1,1,4.1,4.5,4,4,5,#VALUE!,#VALUE!,11,2012 11,37,140
130,1,1,4.1,4.6,43473,42.4541015625,8,#VALUE!,#VALUE!,11,2012 11,37,260
141.7,2,2,4.1,5,16,16,8,#VALUE!,#VALUE!,11,2012 11,37,280
142,2,2,2.3,4.4,43540,42.51953125,8,#VALUE!,#VALUE!,11,2012 11,37,310
105,256,0.25,2.3,3.2,512,0.5,1.3,#VALUE!,#VALUE!,12,2012 12,38,70
103,Err:502,Err:502,2.3,3.2,Err:502,Err:502,2,#VALUE!,#VALUE!,12,2012 12,38,50
104,Err:502,Err:502,4,3.5,Err:502,Err:502,2,#VALUE!,#VALUE!,12,2012 12,38,50
130,1,1,4,4.6,4,4,8,#VALUE!,#VALUE!,12,2012 12,38,210
450,Err:502,Err:502,4,9,Err:502,Err:502,Err:502,#VALUE!,#VALUE!,12,2012 12,38,100
147,Err:502,Err:502,4,4.3,Err:502,Err:502,5,#VALUE!,#VALUE!,12,2012 12,38,120
147.6,512,0.5,4,4.3,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,110
148.8,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,110
200,512,0.5,4,5,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,140
172,Err:502,Err:502,4,4.3,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,
115.7,512,0.5,4.1,3.5,4,4,3.15,#VALUE!,#VALUE!,12,2012 12,38,100
165,2,2,4.1,5,43540,42.51953125,13,#VALUE!,#VALUE!,12,2012 12,38,540
600,2,2,4.1,10,43540,42.51953125,5,#VALUE!,#VALUE!,12,2012 12,38,390
115.7,512,0.5,4.1,3.5,4,4,3.15,#VALUE!,#VALUE!,12,2012 12,38,80
639.6,1,1,4.1,10,16,16,3.15,#VALUE!,#VALUE!,12,2012 12,38,250
126,2,2,4.1,5,32,32,13,#VALUE!,#VALUE!,12,2012 12,38,520
140,2,2,4.1,5,16,16,8,#VALUE!,#VALUE!,12,2012 12,38,330
162,1,1,4.1,5,8,8,8,#VALUE!,#VALUE!,12,2012 12,38,180
162,1,1,4.2,5,8,8,8,#VALUE!,#VALUE!,12,2012 12,38,210
128,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,90
146,2,2,OS ,4.3,32,32,13,#VALUE!,#VALUE!,12,2012 12,38,420
119,1,1,2.2,4.3,4,4,5,#VALUE!,#VALUE!,12,2012 12,38,240
92,256,0.25,2.2,2.8,512,0.5,2,#VALUE!,#VALUE!,2,2012 2,39,
125,Err:502,Err:502,2.2,3.5,Err:502,Err:502,3.15,800,800,2,2012 2,39,130
117,2,2,2.2,3.2,4,4,2,#VALUE!,#VALUE!,2,2012 2,39,
106.6,384,0.375,2.3,3.1,160,0.15625,3.15,832,832,2,2012 2,39,100
163.8,1,1,2.3,4.5,16,16,8,#VALUE!,#VALUE!,2,2012 2,39,160
131.3,Err:502,Err:502,2.3,4,150,0.146484375,3.15,800,800,2,2012 2,39,130
123.4,Err:502,Err:502,2.3,2.8,Err:502,Err:502,5,#VALUE!,#VALUE!,2,2012 2,39,
,Err:502,Err:502,2.3,3.5,Err:502,Err:502,3.2,650,650,2,2012 2,39,90
97,Err:502,Err:502,2.3,2.8,3,3,2,832,832,2,2012 2,39,80
96,Err:502,Err:502,2.3,2.8,134,0.130859375,3.15,650,650,2,2012 2,39,70
120,256,0.25,2.3,3.5,512,0.5,3.15,800,800,2,2012 2,39,160
125.4,Err:502,Err:502,2.3,3.2,Err:502,Err:502,3.15,600/800 ,800,2,2012 2,39,
148,1,1,2.3,4.3,8,8,Err:502,#VALUE!,#VALUE!,2,2012 2,39,230
148,1,1,2.3,4.3,16,16,Err:502,#VALUE!,#VALUE!,2,2012 2,39,210
124,512,0.5,2.3,4.3,2,2,5,#VALUE!,#VALUE!,2,2012 2,39,220
140,512,0.5,2.3,4,4,4,5,#VALUE!,#VALUE!,2,2012 2,39,130
110,512,0.5,2.3,3.5,8,8,5,#VALUE!,#VALUE!,2,2012 2,39,140
120,1,1,2.3,4,16,16,8,#VALUE!,#VALUE!,2,2012 2,39,210
122,768,0.75,2.3,3.8,4,4,5,Dual-core 800 ,800,2,2012 2,39,130
,1,1,2.3,4.3,16,16,5,#VALUE!,#VALUE!,2,2012 2,39,130
168,512,0.5,2.3,4.3,1,1,5,800,800,2,2012 2,39,190
103,1,1,2.3,4.3,8,8,8,#VALUE!,#VALUE!,2,2012 2,39,360
168,1,1,2.3,5,32,32,8,#VALUE!,#VALUE!,2,2012 2,39,240
119,512,0.5,2.3,3.7,4,4,5,#VALUE!,#VALUE!,2,2012 2,39,170
105.3,512,0.5,2.3,3.2,4,4,3.15,800,800,2,2012 2,39,90
130,512,0.5,2.3,4,4,4,5,#VALUE!,#VALUE!,2,2012 2,39,180
145.3,768,0.75,2.3,4,8,8,5,#VALUE!,#VALUE!,2,2012 2,39,240
117.4,512,0.5,2.3,3.5,512,0.5,5,#VALUE!,#VALUE!,2,2012 2,39,230
117,1,1,3.2,4,16,16,8,#VALUE!,#VALUE!,2,2012 2,39,190
